Area Code,Churn,Day Mins,Day Mins,State,churn_transformed,prediction,prob,CustServ Calls,Intl Mins
415,0,58.4,58.4,LA,0,0,2.900701465e-12,1,11.9
510,0,58.8,58.8,ME,0,0,2.900701465e-12,0,7.1
408,0,58.9,58.9,MA,0,0,2.900701465e-12,0,12.1
415,0,58.9,58.9,AZ,0,0,2.900701465e-12,1,9.4
510,0,59.5,59.5,TX,0,0,2.900701465e-12,0,11.1
415,0,60,60,RI,0,0,2.900701465e-12,0,11.1
408,0,60.4,60.4,MA,0,0,2.900701465e-12,1,12.4
408,0,60.6,60.6,NY,0,0,2.900701465e-12,0,13.3
408,0,61.3,61.3,WI,0,0,2.900701465e-12,1,11.4
408,0,61.6,61.6,OK,0,0,2.900701465e-12,1,12.4
510,0,61.9,61.9,CO,0,0,2.900701465e-12,3,8.8
415,0,62.3,62.3,WI,0,0,2.900701465e-12,1,10.8
408,0,62.8,62.8,KS,0,0,2.900701465e-12,3,9.4
415,0,62.9,62.9,HI,0,0,2.900701465e-12,1,8.5
415,0,62.9,62.9,RI,0,0,2.900701465e-12,1,8.9
415,0,63.2,63.2,UT,0,0,2.900701465e-12,0,5.1
415,0,63.7,63.7,SD,0,0,2.900701465e-12,1,10
408,0,64.6,64.6,IN,0,0,2.900701465e-12,2,0
408,0,64.9,64.9,WV,0,0,2.900701465e-12,1,14.6
408,0,65.4,65.4,OK,0,0,2.900701465e-12,2,13.8
510,0,67.4,67.4,NV,0,0,2.900701465e-12,2,11.4
510,0,67.7,67.7,WV,0,0,2.900701465e-12,1,12
408,0,68.4,68.4,NH,0,0,2.900701465e-12,0,10.4
510,0,68.5,68.5,DC,0,0,2.900701465e-12,0,12.1
408,0,68.7,68.7,AL,0,0,2.900701465e-12,1,11.4
415,0,69.1,69.1,NM,0,0,2.900701465e-12,0,6.5
415,0,69.1,69.1,WI,0,0,2.900701465e-12,0,9.1
408,0,69.1,69.1,IL,0,0,2.900701465e-12,1,6.3
415,0,69.4,69.4,AR,0,0,2.900701465e-12,0,8.9
510,0,70.7,70.7,NY,0,0,2.900701465e-12,2,0
415,0,70.9,70.9,ID,0,0,2.900701465e-12,2,12
415,0,70.9,70.9,AZ,0,0,2.900701465e-12,3,11.1
415,0,71.2,71.2,ME,0,0,2.900701465e-12,0,11.7
510,0,71.2,71.2,GA,0,0,2.900701465e-12,0,8.6
415,0,71.2,71.2,FL,0,0,2.900701465e-12,1,12.9
510,0,72.5,72.5,WV,0,0,2.900701465e-12,1,6.6
510,0,72.7,72.7,GA,0,0,2.900701465e-12,1,9.9
415,0,72.8,72.8,NV,0,0,2.900701465e-12,2,11.8
415,0,72.8,72.8,MN,0,0,2.900701465e-12,3,10.5
408,0,73.8,73.8,churn analysis,0,0,2.900701465e-12,2,10.9
415,0,74.3,74.3,MN,0,0,2.900701465e-12,2,14.5
408,0,74.5,74.5,IL,0,0,2.900701465e-12,3,9.8
408,0,75,75,NV,0,0,2.900701465e-12,3,9.5
510,0,75.3,75.3,MS,0,0,2.900701465e-12,1,12.3
415,0,75.8,75.8,AK,0,0,2.900701465e-12,0,8.2
415,0,76.1,76.1,NH,0,0,2.900701465e-12,0,10.8
415,0,76.4,76.4,FL,0,0,2.900701465e-12,3,9.4
415,0,77.6,77.6,TN,0,0,2.900701465e-12,1,10.9
510,0,78.1,78.1,MD,0,0,2.900701465e-12,1,12.3
415,0,78.2,78.2,MD,0,0,2.900701465e-12,1,18
510,0,78.2,78.2,UT,0,0,2.900701465e-12,2,10.1
510,0,78.3,78.3,SC,0,0,2.900701465e-12,1,12.1
415,0,78.5,78.5,WV,0,0,2.900701465e-12,1,11.8
510,0,78.7,78.7,AZ,0,0,2.900701465e-12,0,14
408,0,80.2,80.2,WI,0,0,2.900701465e-12,1,8.6
408,0,80.3,80.3,CT,0,0,2.900701465e-12,0,16.6
408,0,80.3,80.3,MA,0,0,2.900701465e-12,2,12.8
510,0,81.1,81.1,VA,0,0,2.900701465e-12,0,10.3
510,0,81.3,81.3,AZ,0,0,2.900701465e-12,0,8.9
415,0,81.6,81.6,NM,0,0,2.900701465e-12,1,8.6
510,0,81.6,81.6,CT,0,0,2.900701465e-12,1,9.9
415,0,82.2,82.2,NC,0,0,2.900701465e-12,0,5.1
415,0,82.3,82.3,CT,0,0,2.900701465e-12,1,7.2
408,0,82.5,82.5,ND,0,0,2.900701465e-12,3,4.8
408,0,82.6,82.6,LA,0,0,2.900701465e-12,1,9.1
510,0,82.6,82.6,NV,0,0,2.900701465e-12,3,9.5
408,0,82.7,82.7,WY,0,0,2.900701465e-12,0,10.9
408,0,83,83,DC,0,0,2.900701465e-12,0,13
408,0,83.2,83.2,AK,0,0,2.900701465e-12,1,10.7
415,0,83.4,83.4,KS,0,0,2.900701465e-12,1,7.6
415,0,83.5,83.5,MO,0,0,2.900701465e-12,0,12.6
510,0,83.6,83.6,WY,0,0,2.900701465e-12,0,10.7
408,0,83.6,83.6,AL,0,0,2.900701465e-12,1,8.1
408,0,83.8,83.8,NE,0,0,2.900701465e-12,1,6.7
415,0,84.2,84.2,NC,0,0,2.900701465e-12,1,10.8
415,0,84.7,84.7,TX,0,0,2.900701465e-12,1,14.5
415,0,84.8,84.8,IL,0,0,2.900701465e-12,2,14.2
408,0,84.9,84.9,OR,0,0,2.900701465e-12,2,7.5
408,0,85.2,85.2,DE,0,0,2.900701465e-12,2,9
415,0,85.7,85.7,DC,0,0,2.900701465e-12,2,10.1
415,0,85.8,85.8,ID,0,0,2.900701465e-12,3,9.2
415,0,85.9,85.9,CO,0,0,2.900701465e-12,0,10.1
415,0,85.9,85.9,WV,0,0,2.900701465e-12,0,15.6
408,0,86,86,WV,0,0,2.900701465e-12,1,8.9
415,0,86.1,86.1,TX,0,0,2.900701465e-12,2,9.1
415,0,86.3,86.3,OR,0,0,2.900701465e-12,1,11.3
415,0,86.3,86.3,WI,0,0,2.900701465e-12,2,12.5
415,0,86.5,86.5,DE,0,0,2.900701465e-12,2,8.7
408,0,86.8,86.8,AL,0,0,2.900701465e-12,1,13.2
408,0,87,87,WI,0,0,2.900701465e-12,0,11
408,0,87.6,87.6,OR,0,0,2.900701465e-12,1,9.2
415,0,87.6,87.6,AZ,0,0,2.900701465e-12,2,9.8
415,0,87.7,87.7,MS,0,0,2.900701465e-12,1,10.8
415,0,87.7,87.7,TX,0,0,2.900701465e-12,1,10.5
408,0,87.7,87.7,VT,0,0,2.900701465e-12,2,7.3
510,0,88.1,88.1,IA,0,0,2.900701465e-12,2,9.7
415,0,88.5,88.5,NY,0,0,2.900701465e-12,2,11.5
510,0,88.5,88.5,churn analysis,0,0,2.900701465e-12,3,8.2
510,0,88.8,88.8,churn analysis,0,0,2.900701465e-12,3,7.1
510,0,89.5,89.5,NY,0,0,2.900701465e-12,2,14
415,0,89.5,89.5,NY,0,0,2.900701465e-12,3,12.3
510,0,89.7,89.7,WI,0,0,2.900701465e-12,1,10.7
415,0,89.7,89.7,UT,0,0,2.900701465e-12,2,9.5
415,0,90.4,90.4,WA,0,0,2.900701465e-12,0,13.1
510,0,90.4,90.4,WA,0,0,2.900701465e-12,1,12.7
510,0,90.5,90.5,MI,0,0,2.900701465e-12,1,9.3
415,0,90.6,90.6,RI,0,0,2.900701465e-12,1,5.4
408,0,90.7,90.7,CT,0,0,2.900701465e-12,2,5.6
408,0,91.1,91.1,OH,0,0,2.900701465e-12,2,11.9
415,0,91.5,91.5,ND,0,0,2.900701465e-12,2,12.7
510,0,91.7,91.7,MI,0,0,2.900701465e-12,1,7.7
408,0,91.7,91.7,TX,0,0,2.900701465e-12,2,9.2
415,0,91.9,91.9,WV,0,0,2.900701465e-12,2,13
510,0,92,92,AZ,0,0,2.900701465e-12,1,10.3
415,0,92.2,92.2,ID,0,0,2.900701465e-12,1,13.1
415,0,92.3,92.3,NM,0,0,2.900701465e-12,2,11.6
415,0,92.4,92.4,MO,0,0,2.900701465e-12,2,12.9
510,0,92.6,92.6,FL,0,0,2.900701465e-12,3,14.4
415,0,92.7,92.7,WV,0,0,2.900701465e-12,3,9.9
408,0,92.8,92.8,CA,0,0,2.900701465e-12,1,5.8
510,0,92.8,92.8,TX,0,0,2.900701465e-12,1,8.8
408,0,93.3,93.3,RI,0,0,2.900701465e-12,0,6.5
408,0,93.4,93.4,NC,0,0,2.900701465e-12,1,10.9
510,0,93.5,93.5,FL,0,0,2.900701465e-12,0,9.9
510,0,93.6,93.6,ID,0,0,2.900701465e-12,1,17.5
510,0,93.8,93.8,HI,0,0,2.900701465e-12,1,10.7
408,0,94.1,94.1,MA,0,0,2.900701465e-12,0,9.8
415,0,94.1,94.1,MS,0,0,2.900701465e-12,0,10.1
510,0,94.2,94.2,SD,0,0,2.900701465e-12,1,7.3
510,0,94.4,94.4,MO,0,0,2.900701465e-12,0,4.5
408,0,94.4,94.4,DE,0,0,2.900701465e-12,2,13.1
415,0,94.7,94.7,ID,0,0,2.900701465e-12,2,10.6
408,0,94.8,94.8,WY,0,0,2.900701465e-12,1,11.4
408,0,94.9,94.9,churn analysis,0,0,2.900701465e-12,2,14.2
415,0,95,95,RI,0,0,2.900701465e-12,0,11.2
415,0,95,95,AL,0,0,2.900701465e-12,2,10
408,0,95.4,95.4,CT,0,0,2.900701465e-12,1,5.6
510,0,95.5,95.5,UT,0,0,2.900701465e-12,2,6.6
510,0,95.9,95.9,NC,0,0,2.900701465e-12,0,13.3
415,0,95.9,95.9,WY,0,0,2.900701465e-12,1,10.4
510,0,96,96,RI,0,0,2.900701465e-12,3,9.7
415,0,96.1,96.1,DC,0,0,2.900701465e-12,1,9.7
510,0,96.2,96.2,MN,0,0,2.900701465e-12,2,12.9
408,0,96.3,96.3,NJ,0,0,2.900701465e-12,1,10.3
408,0,96.5,96.5,OR,0,0,2.900701465e-12,1,9.4
415,0,96.7,96.7,AR,0,0,2.900701465e-12,2,9.7
415,0,96.8,96.8,MS,0,0,2.900701465e-12,2,13.4
408,0,97.1,97.1,VA,0,0,2.900701465e-12,1,10.6
510,0,97.2,97.2,ID,0,0,2.900701465e-12,0,12.4
415,0,97.2,97.2,NV,0,0,2.900701465e-12,2,10.4
415,0,97.4,97.4,MO,0,0,2.900701465e-12,2,11.4
415,0,97.5,97.5,NE,0,0,2.900701465e-12,1,7
510,0,97.5,97.5,VT,0,0,2.900701465e-12,1,0
415,0,97.5,97.5,MT,0,0,2.900701465e-12,3,13.2
415,0,97.6,97.6,MT,0,0,2.900701465e-12,1,11.6
415,0,97.8,97.8,RI,0,0,2.900701465e-12,0,5.9
408,0,98,98,OR,0,0,2.900701465e-12,0,10.5
408,0,98.2,98.2,GA,0,0,2.900701465e-12,2,9.3
415,0,98.2,98.2,AZ,0,0,2.900701465e-12,2,9.3
510,0,98.2,98.2,MS,0,0,2.900701465e-12,2,7.6
415,0,98.4,98.4,RI,0,0,2.900701465e-12,1,14.2
415,0,98.8,98.8,AL,0,0,2.900701465e-12,3,10
415,0,98.9,98.9,MI,0,0,2.900701465e-12,1,12.2
408,0,99.3,99.3,VT,0,0,2.900701465e-12,3,9
510,0,99.4,99.4,churn analysis,0,0,2.900701465e-12,2,16.7
510,0,99.5,99.5,NE,0,0,2.900701465e-12,0,9.7
510,0,99.7,99.7,churn analysis,0,0,2.900701465e-12,2,14.1
415,0,99.9,99.9,VA,0,0,2.900701465e-12,2,9.8
415,0,100,100,WA,0,0,2.900701465e-12,0,10.1
415,0,100.1,100.1,CT,0,0,2.900701465e-12,0,5.9
408,0,100.1,100.1,AK,0,0,2.900701465e-12,3,11.1
415,0,100.8,100.8,MT,0,0,2.900701465e-12,0,9.5
408,0,101,101,ID,0,0,2.900701465e-12,0,13.3
510,0,101.1,101.1,WY,0,0,2.900701465e-12,0,7.3
408,0,101.1,101.1,DE,0,0,2.900701465e-12,2,10.3
408,0,101.2,101.2,MO,0,0,2.900701465e-12,2,7.5
408,0,101.4,101.4,TN,0,0,2.900701465e-12,1,7.1
415,0,101.4,101.4,MS,0,0,2.900701465e-12,1,12.2
415,0,101.7,101.7,DE,0,0,2.900701465e-12,3,9.4
510,0,101.9,101.9,IN,0,0,2.900701465e-12,0,12.9
415,0,102,102,WI,0,0,2.900701465e-12,1,10.7
415,0,102,102,VA,0,0,2.900701465e-12,2,11.4
408,0,102.1,102.1,PA,0,0,2.900701465e-12,0,9.8
408,0,102.3,102.3,HI,0,0,2.900701465e-12,3,15.7
510,0,102.6,102.6,MI,0,0,2.900701465e-12,2,9.1
415,0,102.7,102.7,NC,0,0,2.900701465e-12,0,11
408,0,102.8,102.8,ID,0,0,2.900701465e-12,1,10
415,0,102.8,102.8,NE,0,0,2.900701465e-12,1,10.1
415,0,102.8,102.8,WY,0,0,2.900701465e-12,2,13.2
415,0,103,103,AK,0,0,2.900701465e-12,1,7.9
510,0,103.1,103.1,TN,0,0,2.900701465e-12,1,11.2
510,0,103.1,103.1,MD,0,0,2.900701465e-12,3,12.2
415,0,103.3,103.3,KS,0,0,2.900701465e-12,0,6.4
415,0,103.3,103.3,WV,0,0,2.900701465e-12,0,10.7
415,0,103.3,103.3,AL,0,0,2.900701465e-12,2,9
408,0,103.4,103.4,CT,0,0,2.900701465e-12,1,14.4
408,0,103.5,103.5,IL,0,0,2.900701465e-12,2,8.4
415,0,103.7,103.7,NC,0,0,2.900701465e-12,0,14.4
415,0,103.7,103.7,DE,0,0,2.900701465e-12,2,14.8
415,0,104,104,churn analysis,0,0,2.900701465e-12,0,14.6
408,0,104.6,104.6,VA,0,0,2.900701465e-12,2,6.5
415,0,104.7,104.7,AL,0,0,2.900701465e-12,1,8.9
415,0,104.7,104.7,AZ,0,0,2.900701465e-12,3,15.8
415,0,104.9,104.9,NH,0,0,2.900701465e-12,1,9.6
415,0,104.9,104.9,ND,0,0,2.900701465e-12,2,8
415,0,104.9,104.9,OK,0,0,2.900701465e-12,3,7.7
408,0,105,105,OH,0,0,2.900701465e-12,0,14.9
510,0,105,105,WV,0,0,2.900701465e-12,0,3.7
510,0,105.2,105.2,CO,0,0,2.900701465e-12,2,6.3
415,0,105.3,105.3,churn analysis,0,0,2.900701465e-12,2,8.6
415,0,105.4,105.4,OR,0,0,2.900701465e-12,0,7.8
415,0,105.6,105.6,MA,0,0,2.900701465e-12,0,8.7
415,0,105.7,105.7,NM,0,0,2.900701465e-12,2,6.6
415,0,105.8,105.8,MN,0,0,2.900701465e-12,0,13.1
408,0,105.9,105.9,NC,0,0,2.900701465e-12,0,12.7
415,0,105.9,105.9,ND,0,0,2.900701465e-12,1,10.7
510,0,106.1,106.1,DC,0,0,2.900701465e-12,0,12.9
408,0,106.1,106.1,OH,0,0,2.900701465e-12,1,8.1
415,0,106.4,106.4,OH,0,0,2.900701465e-12,1,10.1
415,0,106.4,106.4,UT,0,0,2.900701465e-12,1,11.4
408,0,106.5,106.5,NH,0,0,2.900701465e-12,2,5.7
415,0,106.6,106.6,OH,0,0,2.900701465e-12,1,14.9
415,0,106.6,106.6,MD,0,0,2.900701465e-12,2,9.6
415,0,106.7,106.7,MO,0,0,2.900701465e-12,1,12.1
510,0,107.2,107.2,CT,0,0,2.900701465e-12,1,9.7
408,0,107.5,107.5,NM,0,0,2.900701465e-12,2,12.6
510,0,107.7,107.7,DC,0,0,2.900701465e-12,0,8.9
408,0,107.8,107.8,NY,0,0,2.900701465e-12,2,9.9
408,0,107.9,107.9,MD,0,0,2.900701465e-12,0,10.5
510,0,107.9,107.9,CA,0,0,2.900701465e-12,0,0
415,0,107.9,107.9,MN,0,0,2.900701465e-12,2,9.5
415,0,108,108,NM,0,0,2.900701465e-12,3,10.4
510,0,108.3,108.3,IL,0,0,2.900701465e-12,0,13.5
415,0,108.6,108.6,churn analysis,0,0,2.900701465e-12,0,13.4
408,0,109,109,WY,0,0,2.900701465e-12,1,12.6
415,0,109.1,109.1,HI,0,0,2.900701465e-12,0,8.3
415,0,109.1,109.1,IL,0,0,2.900701465e-12,0,12.8
510,0,109.1,109.1,WI,0,0,2.900701465e-12,2,10.9
415,0,109.1,109.1,SC,0,0,2.900701465e-12,3,10
415,0,109.2,109.2,FL,0,0,2.900701465e-12,2,9.8
510,0,109.4,109.4,AL,0,0,2.900701465e-12,0,11.6
510,0,109.4,109.4,LA,0,0,2.900701465e-12,0,7.1
510,0,109.4,109.4,WV,0,0,2.900701465e-12,1,7.8
408,0,109.5,109.5,MO,0,0,2.900701465e-12,1,6.6
415,0,109.5,109.5,SC,0,0,2.900701465e-12,1,4.9
415,0,109.6,109.6,TX,0,0,2.900701465e-12,2,11
510,0,109.7,109.7,NH,0,0,2.900701465e-12,3,15.4
510,0,109.8,109.8,NY,0,0,2.900701465e-12,2,23
408,0,109.9,109.9,CO,0,0,2.900701465e-12,0,10.9
415,0,110,110,IL,0,0,2.900701465e-12,0,6.4
510,0,110,110,VA,0,0,2.900701465e-12,2,6.4
510,0,110.1,110.1,VA,0,0,2.900701465e-12,1,9.2
408,0,110.3,110.3,SC,0,0,2.900701465e-12,0,9.5
408,0,110.3,110.3,HI,0,0,2.900701465e-12,2,11
415,0,110.4,110.4,SC,0,0,2.900701465e-12,2,7.7
408,0,110.5,110.5,TX,0,0,2.900701465e-12,1,11
510,0,110.5,110.5,ME,0,0,2.900701465e-12,3,10.5
510,0,110.9,110.9,AZ,0,0,2.900701465e-12,1,6.2
510,0,110.9,110.9,WY,0,0,2.900701465e-12,1,15.8
408,0,110.9,110.9,NV,0,0,2.900701465e-12,2,7.9
415,0,111,111,RI,0,0,2.900701465e-12,1,4.4
415,0,111.1,111.1,VA,0,0,2.900701465e-12,1,10.5
510,0,111.1,111.1,OH,0,0,2.900701465e-12,2,6.6
415,0,111.2,111.2,OR,0,0,2.900701465e-12,3,12.6
510,0,111.4,111.4,ID,0,0,2.900701465e-12,3,5.5
415,0,111.6,111.6,OR,0,0,2.900701465e-12,0,16
415,0,111.7,111.7,WV,0,0,2.900701465e-12,1,13.1
408,0,111.8,111.8,MO,0,0,2.900701465e-12,1,6.9
415,0,111.9,111.9,MS,0,0,2.900701465e-12,3,10
510,0,112,112,WV,0,0,2.900701465e-12,2,11.3
408,0,112.2,112.2,TX,0,0,2.900701465e-12,0,10.6
415,0,112.7,112.7,VT,0,0,2.900701465e-12,1,6.5
408,0,112.8,112.8,PA,0,0,2.900701465e-12,0,16.3
415,0,112.8,112.8,RI,0,0,2.900701465e-12,0,10.1
408,0,112.8,112.8,UT,0,0,2.900701465e-12,2,13.2
408,0,112.8,112.8,WI,0,0,2.900701465e-12,2,9
510,0,113,113,WA,0,0,2.900701465e-12,2,10.8
415,0,113.2,113.2,OR,0,0,2.900701465e-12,1,9.5
415,0,113.2,113.2,MA,0,0,2.900701465e-12,2,7.1
415,0,113.2,113.2,GA,0,0,2.900701465e-12,3,14.1
415,0,113.6,113.6,OK,0,0,2.900701465e-12,2,10.5
415,0,113.7,113.7,IA,0,0,2.900701465e-12,1,10.8
510,0,113.7,113.7,MO,0,0,2.900701465e-12,2,10
408,0,113.8,113.8,IN,0,0,2.900701465e-12,3,10.4
415,0,113.9,113.9,FL,0,0,2.900701465e-12,1,11.8
415,0,114.1,114.1,HI,0,0,2.900701465e-12,2,13
408,0,114.3,114.3,NV,0,0,2.900701465e-12,0,10.9
415,0,114.3,114.3,IL,0,0,2.900701465e-12,1,7.5
415,0,114.3,114.3,SD,0,0,2.900701465e-12,3,12.6
408,0,114.4,114.4,ME,0,0,2.900701465e-12,0,11
415,0,114.4,114.4,MD,0,0,2.900701465e-12,2,10.1
415,0,114.4,114.4,MO,0,0,2.900701465e-12,2,0
415,0,114.8,114.8,OH,0,0,2.900701465e-12,0,12
510,0,114.8,114.8,OR,0,0,2.900701465e-12,0,12.2
408,0,114.8,114.8,IL,0,0,2.900701465e-12,2,9.6
415,0,115,115,CT,0,0,2.900701465e-12,3,7.3
415,0,115.1,115.1,NV,0,0,2.900701465e-12,2,11.4
408,0,115.3,115.3,CO,0,0,2.900701465e-12,1,18
415,0,115.4,115.4,MD,0,0,2.900701465e-12,1,13.1
408,0,115.4,115.4,churn analysis,0,0,2.900701465e-12,2,15.2
510,0,115.4,115.4,KS,0,0,2.900701465e-12,2,13.1
415,0,115.4,115.4,WY,0,0,2.900701465e-12,3,15.9
510,0,115.4,115.4,GA,0,0,2.900701465e-12,3,6
415,0,115.5,115.5,CT,0,0,2.900701465e-12,0,7.5
408,0,115.5,115.5,ME,0,0,2.900701465e-12,3,13.3
408,0,115.6,115.6,IN,0,0,2.900701465e-12,1,12.6
510,0,115.6,115.6,NH,0,0,2.900701465e-12,1,10.7
408,0,115.6,115.6,NY,0,0,2.900701465e-12,2,9.9
510,0,115.7,115.7,NY,0,0,2.900701465e-12,1,9.3
415,0,115.8,115.8,UT,0,0,2.900701465e-12,1,13.1
510,0,115.9,115.9,SC,0,0,2.900701465e-12,1,7.1
415,0,115.9,115.9,LA,0,0,2.900701465e-12,3,11.7
408,0,116,116,NV,0,0,2.900701465e-12,1,12
510,0,116.1,116.1,IL,0,0,2.900701465e-12,0,11.6
408,0,116.2,116.2,FL,0,0,2.900701465e-12,3,10.1
415,0,116.4,116.4,MA,0,0,2.900701465e-12,3,10.5
415,0,116.7,116.7,RI,0,0,2.900701465e-12,1,9.9
415,0,116.7,116.7,NV,0,0,2.900701465e-12,2,9.7
415,0,116.8,116.8,OR,0,0,2.900701465e-12,1,14.1
415,0,116.8,116.8,WI,0,0,2.900701465e-12,1,12
415,0,116.9,116.9,IN,0,0,2.900701465e-12,0,12.3
415,0,116.9,116.9,OK,0,0,2.900701465e-12,0,11
510,0,117.1,117.1,IA,0,0,2.900701465e-12,0,9
408,0,117.1,117.1,DE,0,0,2.900701465e-12,3,11.1
415,0,117.3,117.3,GA,0,0,2.900701465e-12,1,12.2
415,0,117.3,117.3,MS,0,0,2.900701465e-12,2,14.4
510,0,117.5,117.5,OH,0,0,2.900701465e-12,3,4.2
415,0,117.6,117.6,MA,0,0,2.900701465e-12,1,8.8
415,0,117.6,117.6,MT,0,0,2.900701465e-12,1,6.4
510,0,117.6,117.6,CO,0,0,2.900701465e-12,2,11.3
415,0,117.8,117.8,RI,0,0,2.900701465e-12,3,7.6
408,0,117.9,117.9,MO,0,0,2.900701465e-12,0,11.4
510,0,117.9,117.9,NM,0,0,2.900701465e-12,1,9.8
510,0,118,118,ME,0,0,2.900701465e-12,1,5.3
510,0,118,118,NV,0,0,2.900701465e-12,2,11.8
408,0,118.1,118.1,CT,0,0,2.900701465e-12,1,8.2
415,0,118.1,118.1,UT,0,0,2.900701465e-12,1,16.9
415,0,118.1,118.1,CT,0,0,2.900701465e-12,2,11.9
415,0,118.2,118.2,UT,0,0,2.900701465e-12,3,12.2
415,0,118.4,118.4,IA,0,0,2.900701465e-12,1,8.5
415,0,118.5,118.5,ND,0,0,2.900701465e-12,1,12.1
510,0,118.5,118.5,FL,0,0,2.900701465e-12,2,13.4
415,0,118.6,118.6,OR,0,0,2.900701465e-12,1,11.5
408,0,118.7,118.7,VT,0,0,2.900701465e-12,3,10.4
408,0,118.9,118.9,MT,0,0,2.900701465e-12,2,8.2
415,0,118.9,118.9,NJ,0,0,2.900701465e-12,2,13.2
510,0,119,119,MI,0,0,2.900701465e-12,0,9.5
408,0,119,119,IL,0,0,2.900701465e-12,1,11.5
415,0,119.1,119.1,FL,0,0,2.900701465e-12,0,12.2
415,0,119.2,119.2,TN,0,0,2.900701465e-12,2,8.4
510,0,119.3,119.3,HI,0,0,2.900701465e-12,1,11.1
415,0,119.3,119.3,WY,0,0,2.900701465e-12,2,8.7
510,0,119.3,119.3,TN,0,0,2.900701465e-12,2,10.9
415,0,119.3,119.3,NM,0,0,2.900701465e-12,3,10.5
510,0,119.4,119.4,OR,0,0,2.900701465e-12,2,12.4
415,0,119.6,119.6,RI,0,0,2.900701465e-12,2,5.9
415,0,119.7,119.7,TX,0,0,2.900701465e-12,2,12.9
510,0,119.7,119.7,NM,0,0,2.900701465e-12,2,4.6
408,0,120.5,120.5,CO,0,0,2.900701465e-12,1,10.2
415,0,120.5,120.5,TX,0,0,2.900701465e-12,1,14.3
415,0,120.7,120.7,IA,0,0,2.900701465e-12,4,13.1
408,0,120.9,120.9,OR,0,0,2.900701465e-12,2,8.5
415,0,120.9,120.9,OR,0,0,2.900701465e-12,2,11.4
415,0,121,121,GA,0,0,2.900701465e-12,3,19.7
415,0,121.1,121.1,MO,0,0,2.900701465e-12,0,10.1
415,0,121.1,121.1,OK,0,0,2.900701465e-12,2,16.1
415,0,121.1,121.1,HI,0,0,2.900701465e-12,3,8.3
510,0,121.5,121.5,MN,0,0,2.900701465e-12,1,10.7
510,0,121.5,121.5,AZ,0,0,2.900701465e-12,2,11.3
510,0,121.6,121.6,NE,0,0,2.900701465e-12,1,8.9
415,0,121.7,121.7,NH,0,0,2.900701465e-12,1,12.7
510,0,121.8,121.8,ND,0,0,2.900701465e-12,1,10.3
