Area Code,Churn,Day Mins,Day Mins,State,churn_transformed,prediction,prob,CustServ Calls,Intl Mins
415,1,106.4,106.4,UT,1,1,1.000000000,6,5.3
510,1,107,107,FL,1,1,1.000000000,4,12.8
408,1,107.3,107.3,AR,1,1,1.000000000,4,10
408,1,108.6,108.6,MS,1,1,1.000000000,1,7.9
510,1,109,109,PA,1,1,1.000000000,4,13.3
415,1,109.6,109.6,CA,1,1,1.000000000,4,8.3
510,1,110.5,110.5,MT,1,1,1.000000000,4,13.9
415,1,111.2,111.2,AR,1,1,1.000000000,6,9
415,1,111.9,111.9,CA,1,1,1.000000000,5,14.1
415,1,112,112,SC,1,1,1.000000000,4,4.1
510,1,112.2,112.2,NC,1,1,1.000000000,0,13.9
415,1,112.6,112.6,IL,1,1,1.000000000,0,11.1
408,1,113,113,RI,1,1,1.000000000,2,9.2
510,1,113.1,113.1,ME,1,1,1.000000000,1,6.9
415,1,113.3,113.3,MT,1,1,1.000000000,4,11.7
510,1,115,115,NJ,1,1,1.000000000,0,6.4
408,1,115.1,115.1,MI,1,1,1.000000000,2,13.8
415,1,115.5,115.5,VT,1,1,1.000000000,7,11.5
408,1,117.8,117.8,OH,1,1,1.000000000,0,11.8
415,1,118.4,118.4,IN,1,1,1.000000000,5,13.6
415,1,119.2,119.2,NH,1,1,1.000000000,4,12.2
415,1,120.3,120.3,OR,1,1,1.000000000,4,7.7
510,1,120.8,120.8,ME,1,1,1.000000000,4,11.9
415,1,121.7,121.7,MT,1,1,1.000000000,6,8.3
510,1,122,122,MN,1,1,1.000000000,2,10.8
415,1,122.2,122.2,AR,1,1,1.000000000,5,10.3
408,1,122.3,122.3,NY,1,1,1.000000000,3,13.7
510,1,123.1,123.1,MD,1,1,1.000000000,5,12
415,1,123.2,123.2,NY,1,1,1.000000000,4,12.9
415,1,123.7,123.7,ND,1,1,1.000000000,1,8.8
408,1,124.5,124.5,MI,1,1,1.000000000,2,11.4
415,1,125.5,125.5,MS,1,1,1.000000000,4,6.3
415,1,125.7,125.7,OH,1,1,1.000000000,3,14.2
510,1,125.8,125.8,churn analysis,1,1,1.000000000,1,14.1
415,1,126.9,126.9,WI,1,1,1.000000000,5,8.8
415,1,127.3,127.3,AL,1,1,1.000000000,5,13.7
415,1,128.3,128.3,AL,1,1,1.000000000,7,12.2
408,1,128.6,128.6,NC,1,1,1.000000000,6,6.3
510,1,128.7,128.7,AZ,1,1,1.000000000,2,9.2
415,1,129.1,129.1,IN,1,1,1.000000000,4,12.7
510,1,129.2,129.2,AL,1,1,1.000000000,5,10.3
510,1,129.7,129.7,MO,1,1,1.000000000,5,7.5
415,1,130.1,130.1,MD,1,1,1.000000000,3,13.6
510,1,130.5,130.5,FL,1,1,1.000000000,4,11
415,1,130.7,130.7,ME,1,1,1.000000000,2,9.4
408,1,131.1,131.1,WV,1,1,1.000000000,5,5.6
510,1,131.4,131.4,MD,1,1,1.000000000,1,11.1
510,1,131.5,131.5,WV,1,1,1.000000000,5,7.9
415,1,131.6,131.6,MS,1,1,1.000000000,1,15.5
415,1,131.6,131.6,KS,1,1,1.000000000,4,11.1
415,1,132.1,132.1,DE,1,1,1.000000000,2,9.1
415,1,132.6,132.6,NM,1,1,1.000000000,4,12.7
415,1,133.3,133.3,AR,1,1,1.000000000,3,12.9
408,1,133.3,133.3,MI,1,1,1.000000000,5,11.3
408,1,133.7,133.7,PA,1,1,1.000000000,1,10.7
408,1,134.2,134.2,GA,1,1,1.000000000,4,11.8
510,1,134.4,134.4,MN,1,1,1.000000000,5,10.2
415,1,135.1,135.1,NV,1,1,1.000000000,2,12.3
408,1,135.7,135.7,HI,1,1,1.000000000,7,8.8
510,1,135.9,135.9,SC,1,1,1.000000000,4,11.5
415,1,136.6,136.6,LA,1,1,1.000000000,4,12.2
510,1,136.8,136.8,VT,1,1,1.000000000,5,10.3
415,1,137.8,137.8,IN,1,1,1.000000000,1,10.2
408,1,138.1,138.1,NH,1,1,1.000000000,5,10.3
510,1,138.4,138.4,OK,1,1,1.000000000,4,3.9
415,1,139.3,139.3,AR,1,1,1.000000000,7,9.3
510,1,140,140,GA,1,1,1.000000000,4,9.7
415,1,143,143,NY,1,1,1.000000000,5,15.3
415,1,143.2,143.2,AR,1,1,1.000000000,4,6.2
510,1,143.2,143.2,MT,1,1,1.000000000,4,8.8
510,1,143.3,143.3,LA,1,1,1.000000000,4,7.8
415,1,144.8,144.8,SC,1,1,1.000000000,0,13.3
415,1,145,145,churn analysis,1,1,1.000000000,2,16.7
510,1,145,145,PA,1,1,1.000000000,4,11
415,1,145.9,145.9,OK,1,1,1.000000000,0,14.4
510,1,146.8,146.8,WV,1,1,1.000000000,1,4.3
415,1,147.1,147.1,DC,1,1,1.000000000,5,9
408,1,147.2,147.2,MA,1,1,1.000000000,0,7.7
408,1,148.1,148.1,NV,1,1,1.000000000,5,12.3
415,1,148.2,148.2,WA,1,1,1.000000000,4,9.2
408,1,148.5,148.5,VA,1,1,1.000000000,1,14.5
408,1,149,149,DC,1,1,1.000000000,2,8.6
408,1,149.3,149.3,MI,1,1,1.000000000,7,7.9
415,1,149.4,149.4,MI,1,1,1.000000000,3,17.9
415,1,149.9,149.9,CA,1,1,1.000000000,0,11.5
408,1,150.6,150.6,NH,1,1,1.000000000,8,10.4
415,1,151,151,WY,1,1,1.000000000,5,9.7
510,1,152,152,NJ,1,1,1.000000000,2,15.7
415,1,153,153,SD,1,1,1.000000000,1,10.3
510,1,153.1,153.1,TN,1,1,1.000000000,6,10
415,1,153.4,153.4,MT,1,1,1.000000000,4,12.8
415,1,153.6,153.6,DE,1,1,1.000000000,0,14.1
415,1,154,154,MO,1,1,1.000000000,3,5.6
510,1,154,154,AZ,1,1,1.000000000,4,9.5
415,1,154.2,154.2,NY,1,1,1.000000000,4,15.4
415,1,154.4,154.4,MI,1,1,1.000000000,5,11.7
510,1,154.5,154.5,MD,1,1,1.000000000,3,12
408,1,154.7,154.7,WI,1,1,1.000000000,4,5.9
415,1,155,155,TX,1,1,1.000000000,4,7
510,1,156.1,156.1,OK,1,1,1.000000000,0,14.7
408,1,156.5,156.5,ME,1,1,1.000000000,4,11.1
510,1,157.1,157.1,DE,1,1,1.000000000,4,8.5
415,1,157.4,157.4,OR,1,1,1.000000000,4,13.9
408,1,157.5,157.5,ND,1,1,1.000000000,3,11.1
510,1,157.6,157.6,CA,1,1,1.000000000,5,9.4
510,1,157.8,157.8,MN,1,1,1.000000000,3,10
408,1,157.8,157.8,churn analysis,1,1,1.000000000,5,8.7
408,1,157.9,157.9,IN,1,1,1.000000000,4,8
415,1,158.4,158.4,SC,1,1,1.000000000,4,13.5
415,1,159.1,159.1,ID,1,1,1.000000000,5,8.8
408,1,159.4,159.4,MD,1,1,1.000000000,6,9.7
510,1,159.5,159.5,WI,1,1,1.000000000,1,10.1
415,1,159.7,159.7,MA,1,1,1.000000000,0,13.9
415,1,159.9,159.9,MN,1,1,1.000000000,2,11.6
415,1,160,160,NM,1,1,1.000000000,5,8.7
415,1,161.3,161.3,NY,1,1,1.000000000,0,14.1
510,1,162.1,162.1,TN,1,1,1.000000000,4,9.6
415,1,162.1,162.1,UT,1,1,1.000000000,5,11
510,1,162.3,162.3,ID,1,1,1.000000000,3,11.7
415,1,162.3,162.3,CT,1,1,1.000000000,4,14.8
510,1,162.4,162.4,OK,1,1,1.000000000,2,11.4
415,1,162.8,162.8,MA,1,1,1.000000000,0,13.6
408,1,163.4,163.4,NY,1,1,1.000000000,2,11.6
408,1,165,165,OH,1,1,1.000000000,1,12.5
415,1,165.4,165.4,MI,1,1,1.000000000,0,8.7
415,1,165.5,165.5,MO,1,1,1.000000000,1,11.5
510,1,165.8,165.8,MO,1,1,1.000000000,5,10.9
415,1,166.7,166.7,NV,1,1,1.000000000,4,6.8
415,1,166.9,166.9,LA,1,1,1.000000000,1,12.3
408,1,167.1,167.1,VT,1,1,1.000000000,2,14.1
415,1,167.1,167.1,NY,1,1,1.000000000,6,9.4
415,1,167.3,167.3,DC,1,1,1.000000000,1,10.6
415,1,167.4,167.4,WY,1,1,1.000000000,0,10.3
408,1,167.7,167.7,CO,1,1,1.000000000,3,13.4
408,1,167.8,167.8,RI,1,1,1.000000000,4,10.5
408,1,167.8,167.8,WA,1,1,1.000000000,4,14.5
415,1,167.9,167.9,NV,1,1,1.000000000,4,9.2
415,1,168,168,churn analysis,1,1,1.000000000,6,8
415,1,169,169,TX,1,1,1.000000000,0,13.3
415,1,169.2,169.2,WA,1,1,1.000000000,4,12.4
510,1,169.7,169.7,IA,1,1,1.000000000,4,10.5
408,1,170.4,170.4,RI,1,1,1.000000000,0,11.2
415,1,170.8,170.8,MS,1,1,1.000000000,5,9.6
510,1,171.5,171.5,DE,1,1,1.000000000,1,5
510,1,172.1,172.1,MI,1,1,1.000000000,1,13.9
415,1,172.7,172.7,CT,1,1,1.000000000,5,10.3
415,1,172.8,172.8,AK,1,1,1.000000000,4,7.9
510,1,172.9,172.9,TX,1,1,1.000000000,0,9.8
408,1,173.1,173.1,MD,1,1,1.000000000,0,14.6
408,1,174,174,UT,1,1,1.000000000,2,14.1
408,1,174.1,174.1,MT,1,1,1.000000000,2,8.3
415,1,174.3,174.3,NY,1,1,1.000000000,4,9
415,1,174.7,174.7,ID,1,1,1.000000000,6,15.8
408,1,174.9,174.9,NM,1,1,1.000000000,1,13.5
510,1,175.7,175.7,MN,1,1,1.000000000,5,9.2
408,1,176.9,176.9,MA,1,1,1.000000000,1,7.7
510,1,176.9,176.9,NJ,1,1,1.000000000,4,10.5
415,1,178.2,178.2,NV,1,1,1.000000000,3,13.6
510,1,178.9,178.9,TX,1,1,1.000000000,4,13.8
408,1,179.3,179.3,DC,1,1,1.000000000,1,13.5
408,1,179.7,179.7,NC,1,1,1.000000000,1,9.3
408,1,179.9,179.9,TN,1,1,1.000000000,1,13.8
415,1,180.6,180.6,NE,1,1,1.000000000,1,10.3
415,1,181.1,181.1,DE,1,1,1.000000000,0,16.9
415,1,182.1,182.1,TX,1,1,1.000000000,5,10
415,1,184.7,184.7,CO,1,1,1.000000000,2,12.3
510,1,186.1,186.1,IL,1,1,1.000000000,4,13.8
510,1,186.4,186.4,MN,1,1,1.000000000,2,11.1
415,1,187.3,187.3,CT,1,1,1.000000000,0,9.6
510,1,187.5,187.5,MS,1,1,1.000000000,4,6.4
415,1,189.1,189.1,NE,1,1,1.000000000,1,10.4
415,1,189.1,189.1,NC,1,1,1.000000000,2,13.9
415,1,189.2,189.2,TX,1,1,1.000000000,3,10.6
408,1,189.8,189.8,SD,1,1,1.000000000,2,6.5
415,1,190.5,190.5,NC,1,1,1.000000000,2,9.7
415,1,191.9,191.9,AL,1,1,1.000000000,1,14.3
415,1,191.9,191.9,WV,1,1,1.000000000,4,13.4
415,1,193.3,193.3,GA,1,1,1.000000000,5,11.6
510,1,194.2,194.2,UT,1,1,1.000000000,1,12.9
415,1,195.5,195.5,IL,1,1,1.000000000,1,13.5
510,1,195.7,195.7,ME,1,1,1.000000000,1,8.3
510,1,196.2,196.2,CA,1,1,1.000000000,0,15.2
510,1,196.8,196.8,ME,1,1,1.000000000,0,20
415,1,197.3,197.3,MT,1,1,1.000000000,2,10.1
415,1,197.8,197.8,CO,1,1,1.000000000,4,10.9
408,1,198.4,198.4,CO,1,1,1.000000000,3,5.8
408,1,198.5,198.5,VA,1,1,1.000000000,0,9.4
415,1,198.8,198.8,NM,1,1,1.000000000,1,14.4
415,1,199.5,199.5,KS,1,1,1.000000000,4,10.9
408,1,199.6,199.6,MA,1,1,1.000000000,3,11
415,1,201.3,201.3,ID,1,1,1.000000000,1,6.4
510,1,201.4,201.4,NJ,1,1,1.000000000,2,12.9
408,1,202,202,CT,1,1,1.000000000,2,7.4
415,1,203.4,203.4,LA,1,1,1.000000000,0,8.9
510,1,203.5,203.5,TX,1,1,1.000000000,1,13.4
510,1,204,204,RI,1,1,1.000000000,3,13.3
415,1,205.9,205.9,WA,1,1,1.000000000,0,11
415,1,209.4,209.4,IN,1,1,1.000000000,1,7.4
408,1,209.5,209.5,MI,1,1,1.000000000,6,9.1
510,1,210.6,210.6,TX,1,1,1.000000000,2,12.4
415,1,211.2,211.2,OR,1,1,1.000000000,3,10.7
408,1,211.3,211.3,ME,1,1,1.000000000,4,9.7
408,1,212.1,212.1,MS,1,1,1.000000000,1,5.3
415,1,212.8,212.8,SC,1,1,1.000000000,0,10.6
415,1,213,213,GA,1,1,1.000000000,1,9.1
415,1,213.9,213.9,UT,1,1,1.000000000,1,8.4
415,1,216,216,VA,1,1,1.000000000,2,9.3
408,1,216.2,216.2,NC,1,1,1.000000000,5,16.9
415,1,216.9,216.9,MI,1,1,1.000000000,1,17.5
415,1,217.2,217.2,TX,1,1,1.000000000,0,12.4
408,1,217.6,217.6,NJ,1,1,1.000000000,2,10.4
415,1,217.8,217.8,VT,1,1,1.000000000,1,10.3
415,1,218,218,CA,1,1,1.000000000,0,12.4
415,1,218.4,218.4,ME,1,1,1.000000000,0,13.2
408,1,220.2,220.2,NJ,1,1,1.000000000,0,4.1
415,1,220.7,220.7,NV,1,1,1.000000000,1,13.2
408,1,221.1,221.1,NC,1,1,1.000000000,2,15.4
408,1,221.9,221.9,ME,1,1,1.000000000,0,7.1
408,1,222.1,222.1,GA,1,1,1.000000000,0,13.6
415,1,222.3,222.3,NM,1,1,1.000000000,1,12.1
415,1,222.4,222.4,TX,1,1,1.000000000,1,8.7
415,1,223.3,223.3,OH,1,1,1.000000000,0,4.5
510,1,223.5,223.5,SD,1,1,1.000000000,2,9.4
415,1,224.2,224.2,AR,1,1,1.000000000,1,16.1
408,1,224.7,224.7,MA,1,1,1.000000000,1,7.5
415,1,224.9,224.9,ND,1,1,1.000000000,3,6.7
510,1,225.1,225.1,DE,1,1,1.000000000,0,8.8
415,1,225.2,225.2,WI,1,1,1.000000000,0,9.9
415,1,225.3,225.3,CT,1,1,1.000000000,1,17.3
510,1,225.7,225.7,NJ,1,1,1.000000000,1,14
415,1,225.9,225.9,TX,1,1,1.000000000,1,11.2
415,1,225.9,225.9,KS,1,1,1.000000000,3,14.3
415,1,226,226,SC,1,1,1.000000000,2,12.6
510,1,226.2,226.2,FL,1,1,1.000000000,3,10.5
510,1,226.3,226.3,SD,1,1,1.000000000,2,8.2
415,1,226.4,226.4,IN,1,1,1.000000000,3,12.3
510,1,226.7,226.7,FL,1,1,1.000000000,2,17.6
415,1,226.9,226.9,MI,1,1,1.000000000,0,11.6
415,1,227.1,227.1,AR,1,1,1.000000000,5,4.7
408,1,227.9,227.9,VT,1,1,1.000000000,1,5.5
510,1,228.1,228.1,WV,1,1,1.000000000,2,9.9
408,1,228.6,228.6,NJ,1,1,1.000000000,9,10.1
408,1,228.9,228.9,NH,1,1,1.000000000,4,10.1
510,1,229.6,229.6,WI,1,1,1.000000000,0,10.8
415,1,229.7,229.7,MI,1,1,1.000000000,1,9.6
415,1,230.9,230.9,PA,1,1,1.000000000,0,11
408,1,231.2,231.2,ND,1,1,1.000000000,1,8.8
415,1,232.1,232.1,NM,1,1,1.000000000,3,10.9
415,1,232.8,232.8,TX,1,1,1.000000000,0,12.9
415,1,233.5,233.5,MI,1,1,1.000000000,0,9.6
510,1,234.2,234.2,SD,1,1,1.000000000,0,9.8
415,1,234.4,234.4,OR,1,1,1.000000000,1,2
415,1,234.9,234.9,CT,1,1,1.000000000,1,13.9
415,1,235.1,235.1,MD,1,1,1.000000000,4,7.2
408,1,236.2,236.2,MN,1,1,1.000000000,2,10.1
408,1,236.2,236.2,MS,1,1,1.000000000,2,13.2
415,1,236.4,236.4,MT,1,1,1.000000000,1,13.8
510,1,236.6,236.6,NY,1,1,1.000000000,1,11.1
415,1,236.8,236.8,IL,1,1,1.000000000,1,9.5
510,1,236.9,236.9,WY,1,1,1.000000000,0,7.3
415,1,236.9,236.9,NJ,1,1,1.000000000,2,11.4
408,1,237.3,237.3,IL,1,1,1.000000000,0,14.2
415,1,237.5,237.5,MN,1,1,1.000000000,9,14.2
415,1,237.8,237.8,SC,1,1,1.000000000,2,15.6
415,1,237.9,237.9,NJ,1,1,1.000000000,1,13.9
510,1,238,238,ND,1,1,1.000000000,0,11.8
408,1,239,239,MS,1,1,1.000000000,1,13.5
408,1,239.1,239.1,MD,1,1,1.000000000,3,10.9
415,1,239.7,239.7,NY,1,1,1.000000000,1,11.4
415,1,239.7,239.7,DE,1,1,1.000000000,2,8.7
510,1,239.9,239.9,CA,1,1,1.000000000,2,8.9
415,1,240,240,CT,1,1,1.000000000,0,9.3
415,1,240.7,240.7,MN,1,1,1.000000000,0,10.1
510,1,241,241,NV,1,1,1.000000000,1,9.9
510,1,242.2,242.2,WY,1,1,1.000000000,2,13.9
415,1,242.2,242.2,WY,1,1,1.000000000,5,8.2
510,1,242.3,242.3,AR,1,1,1.000000000,0,11.3
415,1,242.5,242.5,OR,1,1,1.000000000,3,10
510,1,243,243,KS,1,1,1.000000000,0,15.3
415,1,245,245,CT,1,1,1.000000000,1,13.7
415,1,245.2,245.2,CT,1,1,1.000000000,0,7.5
510,1,245.2,245.2,NJ,1,1,1.000000000,0,13.9
510,1,245.3,245.3,NV,1,1,1.000000000,3,10.7
415,1,245.7,245.7,OH,1,1,1.000000000,4,4.2
415,1,245.8,245.8,ND,1,1,1.000000000,1,9
408,1,246.4,246.4,KS,1,1,1.000000000,2,12.1
510,1,246.8,246.8,WA,1,1,1.000000000,0,13.2
415,1,247.2,247.2,churn analysis,1,1,1.000000000,2,9.3
510,1,247.2,247.2,NJ,1,1,1.000000000,2,6.1
415,1,247.5,247.5,AR,1,1,1.000000000,2,10.2
408,1,247.7,247.7,NY,1,1,1.000000000,0,9.6
415,1,248.7,248.7,AK,1,1,1.000000000,1,11.3
415,1,248.7,248.7,MN,1,1,1.000000000,1,13.2
408,1,249.6,249.6,AZ,1,1,1.000000000,1,11.8
408,1,249.8,249.8,CA,1,1,1.000000000,0,11.6
415,1,249.8,249.8,NE,1,1,1.000000000,3,12.7
510,1,249.9,249.9,WV,1,1,1.000000000,1,15.3
510,1,249.9,249.9,IN,1,1,1.000000000,2,8.9
415,1,250.2,250.2,MD,1,1,1.000000000,1,13
510,1,250.3,250.3,KS,1,1,1.000000000,2,13.3
510,1,251.3,251.3,NC,1,1,1.000000000,3,9.9
510,1,251.4,251.4,SD,1,1,1.000000000,0,11
415,1,251.8,251.8,ID,1,1,1.000000000,2,9.8
510,1,252.3,252.3,VA,1,1,1.000000000,3,12
408,1,254.7,254.7,OH,1,1,1.000000000,0,8
510,1,255.1,255.1,SC,1,1,1.000000000,3,8.5
510,1,255.1,255.1,WA,1,1,1.000000000,3,8.8
510,1,255.9,255.9,RI,1,1,1.000000000,1,12.1
408,1,256.4,256.4,OH,1,1,1.000000000,1,11.1
408,1,256.4,256.4,OR,1,1,1.000000000,3,7.9
408,1,257.1,257.1,CO,1,1,1.000000000,1,8.8
408,1,257.4,257.4,NJ,1,1,1.000000000,2,13.4
408,1,258,258,MT,1,1,1.000000000,0,10.9
510,1,259.4,259.4,OR,1,1,1.000000000,1,10.7
510,1,259.4,259.4,SC,1,1,1.000000000,1,9.5
415,1,260,260,MD,1,1,1.000000000,1,9
408,1,260.1,260.1,PA,1,1,1.000000000,1,10
415,1,260.8,260.8,MN,1,1,1.000000000,1,17
408,1,261.2,261.2,OR,1,1,1.000000000,0,9.8
510,1,261.4,261.4,IA,1,1,1.000000000,1,8
408,1,261.7,261.7,MO,1,1,1.000000000,3,6
510,1,261.8,261.8,WV,1,1,1.000000000,0,14.7
415,1,263.4,263.4,WY,1,1,1.000000000,1,11.4
415,1,263.7,263.7,ID,1,1,1.000000000,1,18.3
415,1,263.8,263.8,OR,1,1,1.000000000,5,8.4
510,1,264.5,264.5,ME,1,1,1.000000000,2,7.5
408,1,264.7,264.7,MT,1,1,1.000000000,1,9.5
415,1,264.8,264.8,MA,1,1,1.000000000,1,14.8
408,1,264.9,264.9,AL,1,1,1.000000000,1,8.4
408,1,265.6,265.6,NJ,1,1,1.000000000,2,11.1
408,1,265.9,265.9,AL,1,1,1.000000000,0,14
415,1,266,266,SC,1,1,1.000000000,2,14.2
415,1,266.1,266.1,WA,1,1,1.000000000,3,8.9
415,1,266.3,266.3,UT,1,1,1.000000000,2,14
415,1,266.6,266.6,FL,1,1,1.000000000,1,5.9
408,1,266.7,266.7,TX,1,1,1.000000000,3,13.8
415,1,266.9,266.9,ID,1,1,1.000000000,3,11
408,1,267.1,267.1,NE,1,1,1.000000000,1,17.3
415,1,267.8,267.8,AR,1,1,1.000000000,5,14.4
415,1,267.9,267.9,KS,1,1,1.000000000,1,8.3
408,1,267.9,267.9,AL,1,1,1.000000000,3,11.3
415,1,268.3,268.3,PA,1,1,1.000000000,1,6.3
415,1,268.4,268.4,AZ,1,1,1.000000000,2,9.7
415,1,268.7,268.7,NJ,1,1,1.000000000,2,5.8
415,1,269,269,OR,1,1,1.000000000,2,7.3
408,1,269.2,269.2,KS,1,1,1.000000000,3,8.9
415,1,269.7,269.7,OK,1,1,1.000000000,3,4.5
408,1,269.8,269.8,TX,1,1,1.000000000,1,10.1
408,1,270,270,AL,1,1,1.000000000,2,12
415,1,270.3,270.3,WY,1,1,1.000000000,1,14.4
408,1,270.5,270.5,WA,1,1,1.000000000,1,9.6
408,1,270.9,270.9,CO,1,1,1.000000000,0,8.8
415,1,271.1,271.1,CT,1,1,1.000000000,1,8.4
415,1,271.1,271.1,UT,1,1,1.000000000,2,9.8
510,1,271.2,271.2,WY,1,1,1.000000000,3,11.5
510,1,271.4,271.4,MA,1,1,1.000000000,4,11.1
510,1,271.5,271.5,NV,1,1,1.000000000,1,8.2
408,1,271.8,271.8,CO,1,1,1.000000000,4,8.7
415,1,272.1,272.1,VT,1,1,1.000000000,1,8.5
415,1,272.5,272.5,TN,1,1,1.000000000,3,16.4
415,1,272.6,272.6,MT,1,1,1.000000000,1,9.5
415,1,272.7,272.7,NE,1,1,1.000000000,0,7.7
415,1,272.7,272.7,MN,1,1,1.000000000,2,10.5
408,1,273.2,273.2,MT,1,1,1.000000000,2,13.1
415,1,273.3,273.3,MD,1,1,1.000000000,1,12
415,1,273.8,273.8,FL,1,1,1.000000000,2,5.8
415,1,273.9,273.9,KS,1,1,1.000000000,1,10.9
408,1,274,274,MD,1,1,1.000000000,0,6.2
415,1,275.8,275.8,VT,1,1,1.000000000,2,7.4
408,1,276.1,276.1,WA,1,1,1.000000000,0,8.9
415,1,276.5,276.5,TN,1,1,1.000000000,1,7.2
415,1,276.9,276.9,WA,1,1,1.000000000,1,10.3
408,1,277.3,277.3,MI,1,1,1.000000000,2,12.8
415,1,277.9,277.9,MS,1,1,1.000000000,0,9.2
510,1,278,278,OH,1,1,1.000000000,0,8.3
415,1,278,278,VT,1,1,1.000000000,4,13.1
510,1,278.5,278.5,FL,1,1,1.000000000,1,11.6
415,1,278.9,278.9,UT,1,1,1.000000000,0,11.7
415,1,279.1,279.1,NJ,1,1,1.000000000,2,9.5
415,1,279.3,279.3,NV,1,1,1.000000000,2,7.9
415,1,279.5,279.5,NC,1,1,1.000000000,2,10.7
510,1,279.8,279.8,WI,1,1,1.000000000,2,8.4
415,1,280,280,CA,1,1,1.000000000,0,10.4
415,1,281.3,281.3,HI,1,1,1.000000000,0,8.7
415,1,282.5,282.5,NV,1,1,1.000000000,1,9.4
415,1,284.4,284.4,MA,1,1,1.000000000,0,8.4
408,1,285.7,285.7,WA,1,1,1.000000000,0,14.8
415,1,285.7,285.7,UT,1,1,1.000000000,1,8.7
510,1,286.2,286.2,RI,1,1,1.000000000,2,11
408,1,286.4,286.4,TX,1,1,1.000000000,1,10.7
415,1,286.4,286.4,NV,1,1,1.000000000,1,6.9
415,1,286.6,286.6,NY,1,1,1.000000000,1,11.5
408,1,287.1,287.1,PA,1,1,1.000000000,2,13.9
408,1,287.1,287.1,MD,1,1,1.000000000,3,14.4
510,1,287.3,287.3,MO,1,1,1.000000000,0,10.5
415,1,287.4,287.4,GA,1,1,1.000000000,1,10
510,1,287.4,287.4,IN,1,1,1.000000000,4,5
408,1,288,288,SC,1,1,1.000000000,0,13.4
510,1,288.1,288.1,GA,1,1,1.000000000,3,10.2
408,1,288.8,288.8,OK,1,1,1.000000000,0,9.5
415,1,289.1,289.1,WA,1,1,1.000000000,2,12.7
408,1,289.8,289.8,NJ,1,1,1.000000000,2,11.7
510,1,290.4,290.4,MA,1,1,1.000000000,3,10.1
408,1,291.2,291.2,MI,1,1,1.000000000,1,8.9
415,1,291.6,291.6,HI,1,1,1.000000000,2,14
510,1,291.8,291.8,MN,1,1,1.000000000,0,9.9
510,1,292.9,292.9,ME,1,1,1.000000000,4,13.8
415,1,293.3,293.3,KS,1,1,1.000000000,0,14.5
415,1,293.7,293.7,MA,1,1,1.000000000,2,11
408,1,294.2,294.2,CT,1,1,1.000000000,0,9
408,1,294.7,294.7,MS,1,1,1.000000000,1,10.8
415,1,294.9,294.9,MD,1,1,1.000000000,1,13.2
510,1,295,295,MD,1,1,1.000000000,2,12.9
415,1,295.4,295.4,churn analysis,1,1,1.000000000,1,11.5
510,1,296,296,WY,1,1,1.000000000,0,12.3
408,1,296.4,296.4,IN,1,1,1.000000000,4,11.4
510,1,297.9,297.9,SC,1,1,1.000000000,1,8.9
408,1,298.1,298.1,NH,1,1,1.000000000,2,9.7
415,1,298.4,298.4,NH,1,1,1.000000000,0,12.2
415,1,299.5,299.5,GA,1,1,1.000000000,0,13.7
415,1,300.3,300.3,DC,1,1,1.000000000,0,11.7
415,1,301.5,301.5,NJ,1,1,1.000000000,4,13.4
415,1,303.2,303.2,MS,1,1,1.000000000,0,11.5
415,1,303.9,303.9,NV,1,1,1.000000000,1,5.8
510,1,303.9,303.9,OK,1,1,1.000000000,1,5.3
